C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_11_974.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_11_974.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_11_974.jpg, 0, 0, 0, 7.796539E-05
C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_12_075.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_12_075.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_12_075.jpg, 0, 0, 0, 7.899135E-05
C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_12_178.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_12_178.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_12_178.jpg, 0, 0, 0, 7.811837E-05
C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_12_278.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_12_278.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_12_278.jpg, 0, 0, 0, 7.824261E-05
C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_12_380.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_12_380.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_12_380.jpg, 0, 0, 0, 7.792495E-05
C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_12_482.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_12_482.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_12_482.jpg, 0, 0, 0, 7.798072E-05
C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_12_584.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_12_584.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_12_584.jpg, 0, 0.0330255, 0, 0.01092574
C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_12_686.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_12_686.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_12_686.jpg, 0, 0.3343656, 0, 0.2458441
C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_12_788.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_12_788.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_12_788.jpg, 0, 0.6887445, 0, 0.9632082
C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_12_890.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_12_890.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_12_890.jpg, -0.0169359, 0.9936662, 0, 2.001772
C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_12_993.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_12_993.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_12_993.jpg, -0.2044473, 1, 0, 3.153958
C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_13_094.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_13_094.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_13_094.jpg, 0, 1, 0, 4.328125
C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_13_195.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_13_195.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_13_195.jpg, 0, 1, 0, 5.490493
C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_13_300.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_13_300.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_13_300.jpg, -0.1342533, 1, 0, 6.63849
C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_13_402.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_13_402.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_13_402.jpg, -0.07293329, 1, 0, 7.766503
C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\center_2025_02_13_07_12_13_507.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\left_2025_02_13_07_12_13_507.jpg, C:\Users\3omd4\Desktop\Autonomous Udemy Course\Behavioural Cloning\Data Collected\IMG\right_2025_02_13_07_12_13_507.jpg, -0.0501045, 1, 0, 9.116736
